text_original,text_cleaned,sentiment,source
IHSG benarkan HMSP BBRI di akumulasi  saham anjlok karena ANTM BRIS ga perlu panik beda bandar beda server,ihsg benarkan hmsp bbri di akumulasi saham anjlok karena antm bris ga perlu panik beda bandar beda server,Positive,Stockbit (ICCSCI)
BRIS Mendekati level psikologis 2700 lagi Support 2500 jadi yang terakhir Paling jauh ada di 2000,bris mendekati level psikologis 2700 lagi support 2500 jadi yang terakhir paling jauh ada di 200,Positive,Stockbit (ICCSCI)
IHSG   Mau nanya gan Emiten yang rutin bagiin dividen dan paling tinggi apa ya    BBCA GGRM ANTM BRIS,ihsg mau nanya gan emiten yang rutin bagiin dividen dan paling tinggi apa ya bbca ggrm antm bris,Neutral,Stockbit (ICCSCI)
biaasalaaah ritel yang ikut2an selalu kalo hijau dipuji merah d hina2  ANTM BRIS BBKP PTPP,biaasalaah ritel yang ikut2an selalu kalau hijau dipuji merah d hina2 antm bris bbkp ptpp,Neutral,Stockbit (ICCSCI)
BRIS bandar kan tahu pergerakan gitu aja repot,bris bandar kan tahu pergerakan gitu saja repot,Positive,Stockbit (ICCSCI)
Kl merah terus gimana mau cuan nya mulai berpikir untuk mengalihkan aset k Crypto aja sepertinya ANTM BRIS IHSG,kl merah terus gimana mau cuan nya mulai berpikir untuk mengalihkan aset k crypto saja sepertinya antm bris ihsg,Negative,Stockbit (ICCSCI)
Sedikit overview ihsg sesi kedua  Saya melihat akan ada sedikit perlawanan rebound ihsg dan diperkirakan closing diatas 6300  Yang layak diperhatikan adalah saham2 CPO karena futurenya naik cukup tinggi dan dapat dipanen besok  Semoga ihsg akan rebound dan semua senang Ingat dowjones itu tidak akan turun dalam banget hanya untuk nutup gap aja kok  LSIP IHSG ANTM BRIS,sedikit overview ihsg sesi kedua saya melihat akan ada sedikit perlawanan rebound ihsg dan diperkirakan closing diatas 6300 yang layak diperhatikan adalah saham2 cpo karena futurenya naik cukup tinggi dan dapat dipanen besok semoga ihsg akan rebound dan semua senang ingat dowjones itu tidak akan turun dalam banget hanya untuk nutup gap saja kok lsip ihsg antm bris,Positive,Stockbit (ICCSCI)
BRIS ini timing yg tepat buat serok karna BRIS lagi berada di support kuatnyadi dukung foreign flow akumulasi,bris ini timing yang tepat buat serok karena bris lagi berada di support kuatnyadi dukung foreign flow akumulasi,Positive,Stockbit (ICCSCI)
BRIS ayo vote kemana arahnya,bris ayo vote kemana arahnya,Positive,Stockbit (ICCSCI)
IHSG BIPI cocok untuk latihan mental nyangkut tahunan DYOR  ANTM BRIS BBKP,ihsg bipi cocok untuk latihan mental nyangkut tahunan dyor antm bris bbkp,Neutral,Stockbit (ICCSCI)
Bris om keluar dulu yaa   BRIS ,bris om keluar dulu yaa bris,Negative,Stockbit (ICCSCI)
nih saya beri bocoran ketika bank2 kecil masih sebatas wacana ttg digital2 BRIS sudah banyak malah produk2 digitalnya hanya belum diberitakan sj di media2 udah ah semoga dikasih turun lagi belum selesai akum nih gringringrin BBKP AGRO BNBA BACA,ini saya beri bocoran ketika bank2 kecil masih sebatas wacana tentang digital2 bris sudah banyak malah produk2 digitalnya hanya belum diberitakan sj di media2 sudah ah semoga dikasih turun lagi belum selesai akum ini gringringrin bbkp agro bnba baca,Neutral,Stockbit (ICCSCI)
Kalo daily gampang kena sentimen tapi kalo monthly dan years ya liat beli untuk di simpan joyrofl IHSG INCO ADRO BRIS,kalau daily gampang kena sentimen tapi kalau monthly dan years ya liat beli untuk di simpan joyrofl ihsg inco adro bris,Neutral,Stockbit (ICCSCI)
DADAW ANTM IRRA BRIS AGRO  Dikala Ihsg Merah DADA W boleh banget mulai nyicil jangan nanti udah 10 baru ikut haka rofl   start from today sesi 2 ,dadaw antm irra bris agro dikala ihsg merah dada w boleh banget mulai nyicil jangan nanti sudah 10 baru ikut haka rofl start from today sesi 2,Neutral,Stockbit (ICCSCI)
BEKS ehkmm ANTM TINS BRIS BBKP,beks ehkmm antm tins bris bbkp,Neutral,Stockbit (ICCSCI)
IHSG Jancoook porto abang kabeh  TINS BRIS CPIN INKP,ihsg jancook porto abang kabeh tins bris cpin inkp,Neutral,Stockbit (ICCSCI)
BRIS Target sampai pengumuman Q1,bris target sampai pengumuman q1,Neutral,Stockbit (ICCSCI)
BRIS bris bagus cmn harga sekarang adalah harga utk 34 thn lagi ya gpp kl pingin pegangsabar aja,bris bris bagus cmn harga sekarang adalah harga untuk 34 thn lagi ya gpp kl pingin pegangsabar saja,Negative,Stockbit (ICCSCI)
robbykurniawan1402 loe pernah beli arto bris antam itu gorengan jugajoyjoy ngeles aja loe dasar julid,robbykurniawan1402 loe pernah beli arto bris antam itu gorengan jugajoyjoy ngeles saja loe dasar julid,Neutral,Stockbit (ICCSCI)
TINS besok NGACENG ke UTARA yach  BIGBOSS pleaseeeee xixixixi   ANTM  INCO KRAS BRIS,tins besok ngaceng ke utara yach bigboss pleasee xixixixi antm inco kras bris,Neutral,Stockbit (ICCSCI)
maksud loe maen di ihsg apa sihkalo mau maen saham urus aja saham masing2toh semua disini maen legalkl mau fair loe tanya jg dunk ke bei knp yg arb berturut2 ga di suspendknp cmn yg ara berturut2bukannya loe jg beli bris ama antam itu gorengan jugabiarlah kami2 yg menentukan akan membeli saham yg manaurus aja saham masing2bei jg ada pengurusnya koga ada yg salah maen saham gorenganresiko di tanggung masing2ga ush so baeklahcaper bgt,maksud loe maen di ihsg apa sihkalo mau maen saham urus saja saham masing2toh semua disini maen legalkl mau fair loe tanya jg dunk ke bei knp yang arb berturut2 ga di suspendknp cmn yang ara berturut2bukannya loe jg beli bris ama antam itu gorengan jugabiarlah kami2 yang menentukan akan membeli saham yang manaurus saja saham masing2bei jg ada pengurusnya koga ada yang salah maen saham gorenganresiko di tanggung masing2ga ush so baeklahcaper banget,Neutral,Stockbit (ICCSCI)
BRIS Tutup aplikasi dulu bukanya nanti bulan depan aja,bris tutup aplikasi dulu bukanya nanti bulan depan saja,Negative,Stockbit (ICCSCI)
IHSG kenapa ambrol BACA IMAS CTRA BRIS,ihsg kenapa ambrol baca imas ctra bris,Neutral,Stockbit (ICCSCI)
BANK Bank Net Syariah ditetapkan di no 24 Dunia sebagai Strongest Islamic Bank dan masuk no 7 di Southeast Asia serta no 2 di Indonesia 1 garis di bawah Bank Mandiri Syariah  Source The Asian Banker  BRIS BBHI ARTO AGRO,bank bank net syariah ditetapkan di no 24 dunia sebagai strongest islamic bank dan masuk no 7 di southeast asia serta no 2 di indonesia 1 garis di bawah bank mandiri syariah source the asian banker bris bbhi arto agro,Positive,Stockbit (ICCSCI)
BRIS ,bris,Neutral,Stockbit (ICCSCI)
BEKS bentar lagi juga meletus   Tinggalin dulu ANTM BRIS TINS ,beks bentar lagi juga meletus tinggalin dulu antm bris tins,Negative,Stockbit (ICCSCI)
AGRO BRIS dan saham2 bank mini lainnya tinggal tunggu waktu buat dibanting bagi agan2 yang sudah profit take part profit saja atau kalau bisa sell semua saja  yang nyangkut gimana ini yang susah Kalau nyangkutnya banyak dan lossnya dah banyak sudah susah gua kasi commentgak enak rasanya kalau diminta CL  Tapi kalau lossnya baru  10 CL saja dlkalau memang suka ada AGRO dan BRIS nanti tunggu beli di bawah lagi   smiley    smiley,agro bris dan saham2 bank mini lainnya tinggal tunggu waktu buat dibanting bagi agan2 yang sudah profit take part profit saja atau kalau bisa sell semua saja yang nyangkut gimana ini yang susah kalau nyangkutnya banyak dan lossnya dah banyak sudah susah saya kasi commentgak enak rasanya kalau diminta cl tapi kalau lossnya baru 10 cl saja dlkalau memang suka ada agro dan bris nanti tunggu beli di bawah lagi smiley smiley,Negative,Stockbit (ICCSCI)
Bubble will always burst no exception  Einstein probably  arto bris inpc bvic bbca,bubble will always burst no exception einstein probably arto bris inpc bvic bbca,Negative,Stockbit (ICCSCI)
IHSG BBRI BBCA BBKP BRIS kemaren membentuk candle reversal hari ini adalah koreksi wajar sampe besok jika ada pelemahan di proyeksikan sampai 6250 an saja tetap santai karna koreksi ini sinyal overbought sajanerd,ihsg bbri bbca bbkp bris kemaren membentuk candle reversal hari ini adalah koreksi wajar sampe besok jika ada pelemahan di proyeksikan sampai 6250 an saja tetap santai karena koreksi ini sinyal overbought sajanerd,Positive,Stockbit (ICCSCI)
ANTM hari ini lagi obral sale saham saham kesayangan kaum ritel jadi kesempatan bagi yang mau nambahin muatan mumpung diskon grin  TINS INCO BRIS IHSG ,antm hari ini lagi obral sale saham saham kesayangan kaum ritel jadi kesempatan bagi yang mau nambahin muatan mumpung diskon grin tins inco bris ihsg,Neutral,Stockbit (ICCSCI)
BRIS Ibarat mantan yg  januari dulu pernah nyakitin beberapa hari yg lalu mutusin balikan lagi dan skrg disakitin lagi sobsobsob,bris ibarat mantan yang januari dulu pernah nyakitin beberapa hari yang lalu mutusin balikan lagi dan sekarang disakitin lagi sobsobsob,Negative,Stockbit (ICCSCI)
BRIS Bang terbang yu ke 3000,bris bang terbang yu ke 300,Positive,Stockbit (ICCSCI)
Wicaaakkk up to You ganti Mindset NOW lupakan Kode Broker dan Type Investor NOW  BRIS,wicaakk up to you ganti mindset now lupakan kode broker dan type investor now bris,Positive,Stockbit (ICCSCI)
budys up to You bro 1 akun gue invest 2 akun gue trader super ketat money management kalu mental ga kuat dana dikit jangan bilang kaya gitu bro mulutmu harimaumu ganti Mindset bro jgn semua trading bukan akun baru buat investasijd gue bukan pom pomgue trader juga investor BRISrofljoyfacewithhandovermouth kacau Mindset mu broBRIS,budys up to you bro 1 akun saya invest 2 akun saya trader super ketat money management kalu mental ga kuat dana dikit jangan bilang kaya gitu bro mulutmu harimaumu ganti mindset bro jangan semua trading bukan akun baru buat investasijd saya bukan pom pomgue trader juga investor brisrofljoyfacewithhandovermouth kacau mindset mu brobris,Neutral,Stockbit (ICCSCI)
sesi 2 boleh dilirik yaa ini PRIMW siap menjemput yg sedang nyangkutt  ANTM NOBU AMAR BRIS,sesi 2 boleh dilirik yaa ini primw siap menjemput yang sedang nyangkutt antm nobu amar bris,Positive,Stockbit (ICCSCI)
BRIS tunggu tanggal mainnya,bris tunggu tanggal mainnya,Positive,Stockbit (ICCSCI)
BRIS buat SuperAdminkalu akun gue ini nanti lu mute juga gue pasrah aja dech lha wong gue ga punya akun di Sinarmas atau di SBgue cuma partisipasi di SB ajayg penting lu njalanin tugas gue juga njalanin tugas dari bos besar guerofljoymoneymouthgrinsmilingfacewith3heartsstarstruckchocolatebarmusclethumbsupicecreamfacewithhandovermouthpray,bris buat superadminkalu akun saya ini nanti kamu mute juga saya pasrah saja dech lha wong saya ga punya akun di sinarmas atau di sbgue cuma partisipasi di sb ajayg penting kamu njalanin tugas saya juga njalanin tugas dari bos besar guerofljoymoneymouthgrinsmilingfacewith3heartsstarstruckchocolatebarmusclethumbsupicecreamfacewithhandovermouthpray,Neutral,Stockbit (ICCSCI)
IHSG kalender mistis valid lagi rocket  BEDARAH BENER COEG relievedfire  httpsstockbitcompost5830923  GREED IN BLOOD sunglassesthumbsuptone1  ANTM BRIS TLKM BBRI,ihsg kalender mistis valid lagi rocket bedarah bener coeg relievedfire httpsstockbitcompost5830923 greed in blood sunglassesthumbsuptone1 antm bris tlkm bbri,Negative,Stockbit (ICCSCI)
BRIS hari ini bukan nurunin copet lagi tapi nurunin orang panik coba di lirik nett buy asing nya malah naik wahaha,bris hari ini bukan nurunin copet lagi tapi nurunin orang panik coba di lirik nett buy asing nya malah naik wahaha,Negative,Stockbit (ICCSCI)
BRIS Waktunya kita nyicil belanja moneymouth lagi banyak diskon wkwk,bris waktunya kita nyicil belanja moneymouth lagi banyak diskon,Positive,Stockbit (ICCSCI)
IHSG yg ga kuat lihat indeks merah dan mau cabut dari bursa 2 tahun bisa pindah ke BIPI dulu diemin dana  DYOR ANTM BRIS BBKP,ihsg yang ga kuat lihat indeks merah dan mau cabut dari bursa 2 tahun bisa pindah ke bipi dulu diemin dana dyor antm bris bbkp,Neutral,Stockbit (ICCSCI)
Pasar Merah Penebar Fear Makin Banyak  Saran saya jangan khawatir selama kamu tahu Saham apa  apa tujuannya yang kamu beli itu  Jangan mudah panik untuk CLAvg Down Utamakan money management lebih penting  IHSG BBCA BRIS ANTM WIIM,pasar merah penebar fear makin banyak saran saya jangan khawatir selama kamu tahu saham apa apa tujuannya yang kamu beli itu jangan mudah panik untuk clavg down utamakan money management lebih penting ihsg bbca bris antm wiim,Positive,Stockbit (ICCSCI)
AHHHG SHITTTT HERE WE GO AGAIN  ihsg antm bris bbri tlkm ,ahhg shitt here we go again ihsg antm bris bbri tlkm,Negative,Stockbit (ICCSCI)
IHSG 2 saham ini mestinya punya indeks tersendiri ANTM BRIS BBKP,ihsg 2 saham ini mestinya punya indeks tersendiri antm bris bbkp,Neutral,Stockbit (ICCSCI)
wuiiikkk ternyata IHSG lagi diskonan  belanja BRIS n IPCM ach ,wuiikk ternyata ihsg lagi diskonan belanja bris n ipcm ach,Positive,Stockbit (ICCSCI)
iskiny bris jg ya,iskiny bris jg ya,Negative,Stockbit (ICCSCI)
3 Strategi Sederhana di Bursa Saham  1 Buy membeli baik ketika saham itu sedang naik ataupun sedang turun 2 Sell menjual melakukan aksi take profit atau cutloss untuk meminimalisir kerugian 3 Wait  See WnS memperhatikan pergerakan pasar sambil mengevaluasi porto saham pribadi dari sisi fundamental atau teknikal  Jangan lupa dari ketiga strategi diatas Perlu menerapkan money management yang kita miliki wink  IHSG BBCA BRIS ANTM INCO,3 strategi sederhana di bursa saham 1 buy membeli baik ketika saham itu sedang naik ataupun sedang turun 2 sell menjual melakukan aksi take profit atau cutloss untuk meminimalisir kerugian 3 wait see wns memperhatikan pergerakan pasar sambil mengevaluasi porto saham pribadi dari sisi fundamental atau teknikal jangan lupa dari ketiga strategi diatas perlu menerapkan money management yang kita miliki wink ihsg bbca bris antm inco,Neutral,Stockbit (ICCSCI)
BRIS whuuuutt,bris whuutt,Positive,Stockbit (ICCSCI)
BABP SUDAH WAKTUNYA GILIRANMU UTK MANGGUNG  rocketrocket    BNBA BANK BRIS BBHI,babp sudah waktunya giliranmu untuk manggung rocketrocket bnba bank bris bbhi,Neutral,Stockbit (ICCSCI)
"BRIS _x000D_ F Buy	92 b	_x000D_ F Sell	34 b_x000D_ Makin gede nett buy asingnya",bris _x00d_ f buy 92 b _x00d_ f sell 34 b_x00d_ makin gede nett buy asingnya,Positive,Stockbit (ICCSCI)
Melihat IHSG hari ini  Fix orang Indonesia suka banget bunuh diri ramerame sweatsmile  BBKP ANTM BRIS BNBA,melihat ihsg hari ini fix orang indonesia suka banget bunuh diri ramerame sweatsmile bbkp antm bris bnba,Negative,Stockbit (ICCSCI)
BRIS wah jangan kayak orang kalap liat diskon besok lagi aja dah kalap belanjanya di BRIS 25002600,bris wah jangan kayak orang kalap liat diskon besok lagi saja dah kalap belanjanya di bris 25002600,Positive,Stockbit (ICCSCI)
BRIS cukup menarik  sexy yg suka sexy2 masuk grin,bris cukup menarik sexy yang suka sexy2 masuk grin,Positive,Stockbit (ICCSCI)
BRIS  ANTM biasa nya suka kompakan kompakan arb hari ni,bris antm biasa nya suka kompakan kompakan arb hari ni,Negative,Stockbit (ICCSCI)
BRIS Minggir Minggir Raja Dubai mau Masuk ,bris minggir minggir raja dubai mau masuk,Positive,Stockbit (ICCSCI)
BRIS  diembat asing tok ,bris diembat asing tok,Positive,Stockbit (ICCSCI)
BRIS welcome ARB grinninggrinningsunglasses,bris welcome arb grinninggrinningsunglasses,Negative,Stockbit (ICCSCI)
BRIS arb bersilit silit,bris arb bersilit silit,Negative,Stockbit (ICCSCI)
SDRA baru masuk 5 barang bagus ANTM INKP PNBS BRIS,sdra baru masuk 5 barang bagus antm inkp pnbs bris,Positive,Stockbit (ICCSCI)
"BRIS _x000D_ F Buy	78 b	_x000D_ F Sell	29 b_x000D_ _x000D_ Asing kau kasih murah ya diakumulasi lah",bris _x00d_ f buy 78 b _x00d_ f sell 29 b_x00d_ _x00d_ asing kau kasih murah ya diakumulasi lah,Positive,Stockbit (ICCSCI)
BRIS saham kesayangan ritel dibumihanguskan apakah karena aset benjtok disita ANTM TINS INCO,bris saham kesayangan ritel dibumihanguskan apakah karena aset benjtok disita antm tins inco,Neutral,Stockbit (ICCSCI)
BRIS lagi temenan sama PTBA yaa,bris lagi temenan sama ptba yaa,Neutral,Stockbit (ICCSCI)
BRIS siapa yg masih hild di avg 2900 sweatsmile,bris siapa yang masih hild di avg 2900 sweatsmile,Neutral,Stockbit (ICCSCI)
BRIS tambah tambah statueoflibertystatueoflibertystatueofliberty,bris tambah tambah statueoflibertystatueoflibertystatueofliberty,Positive,Stockbit (ICCSCI)
Hari ini banyak Bank Mini yang kena sentimen Bank Digital suspend ada yg merasakan market jadi sepi BNBA BACA INPC AGRO BRIS,hari ini banyak bank mini yang kena sentimen bank digital suspend ada yang merasakan market jadi sepi bnba baca inpc agro bris,Neutral,Stockbit (ICCSCI)
BRIS Ikut naik kagak ikut turun iya,bris ikut naik kagak ikut turun iya,Positive,Stockbit (ICCSCI)
HalimAditya up to You rofljoymoneymouthBRIS,halimaditya up to you rofljoymoneymouthbris,Positive,Stockbit (ICCSCI)
Alfian21 hushhh DADA ke 2900 biar sama dengan BRISroflroflroflroflroflrofl,alfian21 hushh dada ke 2900 biar sama dengan brisroflroflroflroflroflrofl,Neutral,Stockbit (ICCSCI)
